fuente,institucion,id_objeto,titulo_original,titulo_es_sugerido,cultura,periodo,fecha_objeto,pais,region,subregion,localidad,departamento_museo,clasificacion_original,clasificacion_normalizada,nombre_objeto_original,material_original,dimensiones,linea_credito,repositorio,url_objeto,url_imagen,url_imagen_miniatura,es_dominio_publico,derechos_reproduccion,etiquetas_originales,termino_busqueda,puntaje_textil,estado_curacion,motivo_curacion,conteo_evidencia_textil,conteo_evidencia_exclusion,fecha_descarga
met,The Metropolitan Museum of Art,316913,Chuspa (coca bag),Bolsa textil,Moche,,650-850 CE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,"Cotton, camelid hair, and dye",H. 5 x W. 6 in. (12.7 x 15.2 cm),"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316913,https://images.metmuseum.org/CRDImages/ao/original/DP-41567-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-41567-001.jpg,True,,Mythical Creatures,Andean textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'moche']",4,0,2026-06-15
met,The Metropolitan Museum of Art,480831,Textile sample,Objeto textil,,,,,,,,Modern and Contemporary Art,Textiles-Woven,No textil,Textile sample,Linen,24 1/4 × 15 1/2 in. (61.6 × 39.4 cm),"Gift of Anni Albers, 1970","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/480831,,,False,"© 2026 Artists Rights Society (ARS), New York",,Andean textile,12,excluido_sin_imagen,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | título contiene términos textiles: ['textile']",3,0,2026-06-15
met,The Metropolitan Museum of Art,315052,Effigy bottle,,Wari,,650–1000 CE,Peru,,,,The Michael C. Rockefeller Wing,Ceramics-Containers,No textil,Bottle,"Ceramic, slip",H. 15 1/2 × W. 10 × D. 8 1/2 in. (39.4 × 25.4 × 21.6 cm),"Purchase, Mary R. Morgan Gift, 1987","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315052,https://images.metmuseum.org/CRDImages/ao/original/DP-24258-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24258-001.jpg,True,,,Andean textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'wari'] | clasificación sugiere objeto no textil: ['ceramics', 'ceramic'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['bottle'] | nombre de objeto sugiere objeto no textil: ['bottle']",0,4,2026-06-15
met,The Metropolitan Museum of Art,313148,Weaving Basket,Objeto textil,Chancay,,12th–14th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Implements,Textil,Basket with weaving implements,"Cane, shell, bone, fiber, camelid hair, wood, pigment, metal, stone",H. 22 1/2 x W. 7 1/2 x D. 4 5/8 in. (57.2 x 19.1 x 11.8 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/313148,https://images.metmuseum.org/CRDImages/ao/original/1979.206.950.1_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.950.1_a.JPG,True,,,Andean textile,13,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['weaving'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos textiles: ['weaving'] | evidencia cultural/geográfica andina: ['peru', 'chancay'] | material sugiere objeto no textil: ['metal', 'stone', 'wood', 'bone', 'shell']",4,1,2026-06-15
met,The Metropolitan Museum of Art,314894,Square Cloth with Feathered Border,Objeto textil,Chimú,,1200 – 1400 CE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Featherwork,Textil,Panel,"Feathers, camelid hair, cotton, wool",H x W: 12 x 2 3/8in. (30.5 x 6cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/314894,https://images.metmuseum.org/CRDImages/ao/original/DP230211.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP230211.jpg,True,,,Andean textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'wool', 'camelid'] | título contiene términos textiles: ['cloth'] | título contiene términos débiles asociados a fragmentos o paneles: ['border'] | evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308024,Embroidered bag with fringe,Bolsa textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,W. 8 3/8 × L. 16 1/2 in. (21.26 × 41.91 cm),"Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308024,https://images.metmuseum.org/CRDImages/ao/original/DP-26535-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26535-001.jpg,True,,,Andean textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308022,Embroidered bag with fringe,Bolsa textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,W. 7 1/4 x D.12 1/2 in. (18.42 x 31.75 cm),"Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308022,https://images.metmuseum.org/CRDImages/ao/original/DP-26534-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26534-001.jpg,True,,,Andean textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,315700,Embroidered bag with fringe,Bolsa textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Bag,Camelid hair,W. 6 in. × D. 14 1/4 in. (15.2 × 36.2 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315700,https://images.metmuseum.org/CRDImages/ao/original/DP-26541-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26541-001.jpg,True,,,Andean textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,313267,Kero (beaker),,Inca,,1400–1535 CE,Peru,,,,The Michael C. Rockefeller Wing,Wood-Containers,No textil,Kero,Wood,H. 6 1/8 × Diam. 4 3/4 in. (15.6 × 12.1 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/313267,https://images.metmuseum.org/CRDImages/ao/original/1979.206.1074.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.1074.jpg,True,,,Andean textile,-11,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'inca'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['beaker', 'kero'] | nombre de objeto sugiere objeto no textil: ['kero']",0,3,2026-06-15
met,The Metropolitan Museum of Art,319487,Kero (beaker),,Inca,,1400–1535 CE,Peru,,,,The Michael C. Rockefeller Wing,Wood-Containers,No textil,Kero,Wood,H. 4 5/8 × Diam. 4 in. (11.7 × 10.2 cm),"Purchase, Nathan Cummings Gift, 2004","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/319487,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-026.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-026.jpg,True,,,Andean textile,-11,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'inca'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['beaker', 'kero'] | nombre de objeto sugiere objeto no textil: ['kero']",0,3,2026-06-15
met,The Metropolitan Museum of Art,308078,"Border fragment, figures with staves",Fragmento textil,Paracas,,4th–3rd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Fragment,Camelid hair,"Overall: 4 x 19 in. (10.16 x 48.26 cm)
Other: 4 in. (10.16 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308078,https://images.metmuseum.org/CRDImages/ao/original/DP-27315-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27315-001.jpg,True,,,Andean textile,7,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas'] | título sugiere objeto no textil: ['figure']",2,1,2026-06-15
met,The Metropolitan Museum of Art,310664,Panpiper-shaped vessel,,Chimú,,1350–1470 CE,Peru,North Coast,,,The Michael C. Rockefeller Wing,Metal-Containers,No textil,Vessel,"Silver, malachite, resin",H. 8 1/2 × W. 4 1/2 × D. 2 5/8 in. (21.6 × 11.4 × 6.7 cm),"The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1969","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/310664,https://images.metmuseum.org/CRDImages/ao/original/DT10206.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT10206.jpg,True,,"Musical Instruments, Men, Musicians",Andean textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal'] | material sugiere objeto no textil: ['silver'] | título sugiere objeto no textil: ['vessel'] | nombre de objeto sugiere objeto no textil: ['vessel']",0,4,2026-06-15
met,The Metropolitan Museum of Art,484848,Alquimia 13 (Alchemy 13),Objeto textil,,,1984,,,,,Modern and Contemporary Art,Textiles-Tapestries,No textil,Wall hanging,"Linen, rice paper, gesso, indigo red and gold leaf",72 × 62 in. (182.9 × 157.5 cm),"Gift of Olga and Jim de Amaral, 1987","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/484848,,,False,© Olga de Amaral,,Andean textile,1,excluido_sin_imagen,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material sugiere objeto no textil: ['gold']",1,1,2026-06-15
met,The Metropolitan Museum of Art,312801,Plume,,Inca (?),,900–1400 CE,Peru,,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Plume,Gold,H. 10 1/2 × W. 4 × D. 5/16 in. (26.7 × 10.2 × 0.8 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312801,https://images.metmuseum.org/CRDImages/ao/original/DP-25935-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25935-001.jpg,True,,,Andean textile,-8,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold']",0,2,2026-06-15
met,The Metropolitan Museum of Art,318529,Tunic,Túnica textil,Arica(?),,15th–early 16th century,Chile,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Tunic,"Camelid hair, feathers",H. 35-1/4 x W. 54 1/2 in.,"Gift of John B. Elliott through the Mercer Trust, 2000","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/318529,https://images.metmuseum.org/CRDImages/ao/original/DP-28476-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-28476-001.jpg,True,,,Andean textile,16,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic']",4,0,2026-06-15
met,The Metropolitan Museum of Art,313133,Boulder figure,,Recuay,,200–700 CE,Peru,,,,The Michael C. Rockefeller Wing,Stone-Sculpture,No textil,Figure,Stone,"H. 25 × W. 17 1/2 × D. 8 in. (63.5 × 44.45 × 20.32 cm)
Weight: 226lb. (102.5129kg)","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/313133,https://images.metmuseum.org/CRDImages/ao/original/DP-33907-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-33907-001.jpg,True,,,Andean textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru'] | clasificación sugiere objeto no textil: ['sculpture', 'stone'] | material sugiere objeto no textil: ['stone'] | título sugiere objeto no textil: ['figure'] | nombre de objeto sugiere objeto no textil: ['figure']",0,4,2026-06-15
met,The Metropolitan Museum of Art,307944,Sash,Faja textil,Chimú,,10th–15th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Sash,Camelid hair,"Overall: 3 x 76 in. (7.62 x 193.04 cm)
Other: 3 in. (7.62 cm)","Rogers Fund, 1928","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307944,https://images.metmuseum.org/CRDImages/ao/original/LC-28_171_7_TMSa.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/LC-28_171_7_TMSa.jpg,True,,,Andean textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash'] | evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu']",4,0,2026-06-15
met,The Metropolitan Museum of Art,312826,Miniature Dress,Objeto textil,Ica,,12th–13th century,Peru,Ica Valley,,,The Michael C. Rockefeller Wing,Textiles-Featherwork,Textil,Miniature dress,"Cotton, feathers",H. 8 3/4 × W. 8 5/8 in. (22.2 × 21.9 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312826,https://images.metmuseum.org/CRDImages/ao/original/DP-28477-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-28477-001.jpg,True,,,Andean textile,10,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru']",2,0,2026-06-15
met,The Metropolitan Museum of Art,316892,Woman's Mantle (lliclla),Manto textil,Peruvian,,17th–18th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle,Camelid hair,H. 35 1/2 x W. 43 3/8 in. (90.2 x 110.2 cm),"Bequest of Arthur M. Bullowa, 1993","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/316892,https://images.metmuseum.org/CRDImages/ao/original/DT3832rev.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT3832rev.jpg,True,,,Andean textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['mantle'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",4,0,2026-06-15
met,The Metropolitan Museum of Art,90307,Tupu (pin),,Peruvian,,19th century,Peru,,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Stickpin,"Silver, glass",W. 3 × L. 9 in. (7.6 × 22.9 cm),"Gift of Mr. Hilary Knight, in memory of Mrs. Katharine Sturges Knight, 1982","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/90307,,,False,,Eagles,Peruvian textile,-16,excluido_sin_imagen,"evidencia cultural/geográfica andina: ['peru', 'peruvian'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['silver'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",0,4,2026-06-15
met,The Metropolitan Museum of Art,315786,Shirt,Objeto textil,Moche,,500–850 CE,Peru,Huarmey Valley(?),,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Shirt,"Camelid hair, cotton",H. 34 1/4 x W. 58 in. (87 x 147.3 cm),"Bequest of Jane Costello Goldberg, from the Collection of Arnold I. Goldberg, 1986","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/315786,https://images.metmuseum.org/CRDImages/ao/original/DT1269.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1269.jpg,True,,Animals,Peruvian textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['shirt'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['shirt'] | evidencia cultural/geográfica andina: ['peru', 'moche']",4,0,2026-06-15
met,The Metropolitan Museum of Art,126670,Textile,Objeto textil,Peruvian,,1800–1939,Peru,,,,The Michael C. Rockefeller Wing,Textiles,No textil,Textile,"Glass beads, cotton (?) string",W. 2 × L. 36 in. (5.1 × 91.4 cm),"Gift of Susan Huntington Vernon, 1939","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/126670,,,False,,,Peruvian textile,17,excluido_sin_imagen,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",4,0,2026-06-15
